2019-07-03T07:41:06Z	50.70310 -1.50193	[-0.153266, -0.0383166, -9.34925]
2019-07-03T07:41:07Z	50.70310 -1.50193	[-0.191583, -0.0383166, -9.42588]
2019-07-03T07:41:08Z	50.70310 -1.50193	[-0.249058, 0.0, -9.3684]
2019-07-03T07:41:09Z	50.70310 -1.50193	[-0.153266, -0.0383166, -9.40672]
2019-07-03T07:41:10Z	50.70310 -1.50193	[-0.172425, -0.0766332, -9.38756]
2019-07-03T07:41:11Z	50.70310 -1.50193	[-0.191583, -0.0957915, -9.50251]
2019-07-03T07:41:12Z	50.70310 -1.50193	[-0.134108, -0.0383166, -9.3684]
2019-07-03T07:41:13Z	50.70310 -1.50193	[-0.191583, 0.0, -9.50251]
2019-07-03T07:41:14Z	50.70310 -1.50193	[-0.172425, -0.0383166, -9.42588]
2019-07-03T07:41:15Z	50.70310 -1.50193	[-0.191583, -0.0383166, -9.38756]
2019-07-03T07:41:16Z	50.70310 -1.50193	[-0.153266, -0.0957915, -9.3684]
2019-07-03T07:41:17Z	50.70310 -1.50193	[-0.325691, -0.11495, -9.38756]
2019-07-03T07:41:18Z	50.70310 -1.50193	[0.0957915, -0.11495, -9.63662]
2019-07-03T07:41:19Z	50.70310 -1.50193	[-0.172425, -0.11495, -9.38756]
2019-07-03T07:41:20Z	50.70310 -1.50193	[-0.229899, -0.191583, -9.44504]
2019-07-03T07:41:21Z	50.70310 -1.50193	[-0.249058, -0.191583, -9.48335]
2019-07-03T07:41:22Z	50.70310 -1.50193	[-0.191583, -0.0766332, -9.31093]
2019-07-03T07:41:23Z	50.70310 -1.50193	[-0.134108, -0.229899, -9.44504]
2019-07-03T07:41:24Z	50.70310 -1.50193	[-0.134108, -0.11495, -9.3684]
2019-07-03T07:41:25Z	50.70310 -1.50193	[-0.287374, -0.11495, -9.3684]
2019-07-03T07:41:26Z	50.70310 -1.50193	[-0.191583, -0.0957915, -9.40672]
2019-07-03T07:41:27Z	50.70310 -1.50193	[-0.268216, -0.210741, -9.80904]
2019-07-03T07:41:28Z	50.70310 -1.50193	[-0.306533, 0.0957915, -9.63662]
2019-07-03T07:41:29Z	50.70310 -1.50193	[0.862123, -0.402324, -9.78989]
2019-07-03T07:41:30Z	50.70310 -1.50193	[-0.0957915, -0.191583, -9.54083]
2019-07-03T07:41:31Z	50.70310 -1.50193	[-0.0766332, 0.172425, -9.48335]
2019-07-03T07:41:32Z	50.70310 -1.50193	[-0.0766332, -0.11495, -9.40672]
2019-07-03T07:41:33Z	50.70310 -1.50193	[-0.364008, -0.11495, -9.42588]
2019-07-03T07:41:34Z	50.70310 -1.50193	[0.134108, 0.153266, -10.3263]
2019-07-03T07:41:35Z	50.70310 -1.50193	[0.0191583, 0.0574749, -9.61746]
2019-07-03T07:41:36Z	50.70310 -1.50193	[-0.421482, -0.0191583, -9.75157]
